emp_no,first_name,last_name,title,to_date,dept_no,dept_name
40764,Shuky,Senzako,Senior Staff,9999-01-01,d007,Sales
40781,Nobuyoshi,Pfau,Senior Staff,9999-01-01,d009,Customer Service
40786,Gretta,Whittlesey,Senior Engineer,9999-01-01,d004,Production
40791,Florian,Benzmuller,Senior Staff,9999-01-01,d007,Sales
40803,Shuzo,Kavraki,Senior Staff,9999-01-01,d008,Research
40810,Jingling,Baak,Senior Staff,9999-01-01,d003,Human Resources
40853,Terresa,Guardalben,Assistant Engineer,9999-01-01,d005,Development
40868,Limsoon,Malabarba,Senior Staff,9999-01-01,d002,Finance
40872,Qunsheng,Cunliffe,Senior Engineer,9999-01-01,d005,Development
40883,Chinho,Kushner,Senior Engineer,9999-01-01,d006,Quality Management
40932,Kolar,DuBourdieux,Senior Staff,9999-01-01,d003,Human Resources
40944,Munehiko,Chleq,Engineer,9999-01-01,d005,Development
40946,Fumitake,Mahmud,Engineer,9999-01-01,d006,Quality Management
40952,Mario,Borovoy,Technique Leader,9999-01-01,d004,Production
40966,Sibyl,Keustermans,Senior Staff,9999-01-01,d007,Sales
40985,Mong,Qiwen,Senior Engineer,9999-01-01,d005,Development
41037,Marie,Nivat,Senior Engineer,9999-01-01,d004,Production
41043,Doowon,Genther,Senior Engineer,9999-01-01,d006,Quality Management
41061,Masaki,Tsunoo,Senior Engineer,9999-01-01,d004,Production
41065,Vivian,Luck,Staff,9999-01-01,d003,Human Resources
41077,Amalendu,Walston,Senior Staff,9999-01-01,d001,Marketing
41106,Weiyi,Fairtlough,Engineer,9999-01-01,d005,Development
41111,Jongsuk,Swist,Senior Staff,9999-01-01,d003,Human Resources
41122,Guenter,Hoppenstand,Senior Staff,9999-01-01,d007,Sales
41123,Christoper,Cichocki,Senior Staff,9999-01-01,d007,Sales
41140,Tonny,Bail,Senior Staff,9999-01-01,d007,Sales
41181,Paddy,Delgrossi,Senior Engineer,9999-01-01,d004,Production
41196,Vasiliy,Fendler,Assistant Engineer,9999-01-01,d006,Quality Management
41198,Janalee,Christianini,Senior Engineer,9999-01-01,d005,Development
41200,Huei,Leppanen,Engineer,9999-01-01,d005,Development
41215,Moon,Wursthorn,Senior Engineer,9999-01-01,d004,Production
41251,Arne,Glinert,Staff,9999-01-01,d007,Sales
41280,Felicidad,Czap,Staff,9999-01-01,d007,Sales
41301,Shuichi,Cochrane,Senior Staff,9999-01-01,d002,Finance
41304,Kristian,Ulupinar,Senior Engineer,9999-01-01,d005,Development
41319,Mototsugu,Unni,Engineer,9999-01-01,d004,Production
41335,Dekang,Jullig,Senior Engineer,9999-01-01,d004,Production
41351,Deniz,Lagarias,Staff,9999-01-01,d008,Research
41374,JiYoung,Schurmann,Technique Leader,9999-01-01,d005,Development
41404,Marco,Isaak,Senior Staff,9999-01-01,d001,Marketing
41416,Mahendra,Merey,Senior Engineer,9999-01-01,d004,Production
41422,Franziska,Ramamoorthy,Senior Engineer,9999-01-01,d005,Development
41437,Christoper,Farrel,Technique Leader,9999-01-01,d004,Production
41451,Branimir,Angelopoulos,Senior Engineer,9999-01-01,d005,Development
41460,Martial,Rodiger,Senior Engineer,9999-01-01,d004,Production
41498,Susanne,Masamoto,Senior Engineer,9999-01-01,d006,Quality Management
41501,Kerryn,Kawashimo,Engineer,9999-01-01,d004,Production
41554,Rajmohan,Halloran,Senior Staff,9999-01-01,d007,Sales
41558,Mayumi,Iisaku,Senior Staff,9999-01-01,d007,Sales
41581,Vitali,Azumi,Staff,9999-01-01,d003,Human Resources
41608,Anneli,Schueller,Senior Engineer,9999-01-01,d004,Production
41641,Masoud,Bade,Senior Staff,9999-01-01,d003,Human Resources
41660,Manibrata,Schreiter,Senior Staff,9999-01-01,d007,Sales
41677,Eben,Gimarc,Senior Staff,9999-01-01,d002,Finance
41685,Cristinel,Bauknecht,Staff,9999-01-01,d009,Customer Service
41706,Saniya,Walston,Senior Staff,9999-01-01,d007,Sales
41716,Irene,Mitsuhashi,Staff,9999-01-01,d004,Production
41727,Rosella,Paludetto,Senior Staff,9999-01-01,d008,Research
41740,Avishai,Gniady,Senior Engineer,9999-01-01,d004,Production
41743,Aamer,Lunt,Senior Engineer,9999-01-01,d004,Production
41767,Leszek,Thiran,Engineer,9999-01-01,d005,Development
41786,Krister,Hmelo,Senior Engineer,9999-01-01,d004,Production
41792,Guther,Lowrie,Senior Staff,9999-01-01,d002,Finance
41820,Honglan,Munke,Senior Engineer,9999-01-01,d004,Production
41863,Dipayan,Herbst,Senior Staff,9999-01-01,d003,Human Resources
41871,Stevo,Waeselynck,Technique Leader,9999-01-01,d005,Development
41885,Val,Validov,Senior Staff,9999-01-01,d007,Sales
41889,Basim,Zumaque,Senior Staff,9999-01-01,d001,Marketing
41940,Dmitry,Anick,Senior Engineer,9999-01-01,d004,Production
41977,Tommaso,Decaestecker,Engineer,9999-01-01,d005,Development
41981,Moss,Cichocki,Staff,9999-01-01,d002,Finance
41983,Luise,Wixon,Senior Engineer,9999-01-01,d005,Development
41993,LiMin,Comyn,Senior Engineer,9999-01-01,d005,Development
41997,Gopalakrishnan,Petersohn,Senior Engineer,9999-01-01,d005,Development
42021,Mandell,Norsworthy,Senior Engineer,9999-01-01,d005,Development
42026,Goncalo,Impagliazzo,Senior Engineer,9999-01-01,d005,Development
42046,Waiman,Millington,Technique Leader,9999-01-01,d005,Development
42053,Demin,Lores,Senior Staff,9999-01-01,d009,Customer Service
42121,Tran,Auria,Senior Staff,9999-01-01,d007,Sales
42139,Tru,Isaak,Technique Leader,9999-01-01,d004,Production
42142,Kinh,Jumpertz,Engineer,9999-01-01,d005,Development
42153,Shushma,Ecklund,Staff,9999-01-01,d002,Finance
42185,Renee,Kaminger,Engineer,9999-01-01,d004,Production
42194,Chikako,Sevcikova,Senior Staff,9999-01-01,d007,Sales
42199,Mats,Aamodt,Senior Staff,9999-01-01,d001,Marketing
42202,Hyuckchul,Ginesta,Senior Engineer,9999-01-01,d004,Production
42221,Godehard,Fortenbacher,Senior Engineer,9999-01-01,d004,Production
42254,Tomofumi,Srimani,Senior Staff,9999-01-01,d007,Sales
42268,Claude,Danner,Senior Engineer,9999-01-01,d005,Development
42274,Gal,Grospietsch,Assistant Engineer,9999-01-01,d008,Research
42291,Girolamo,Talmor,Staff,9999-01-01,d007,Sales
42301,Ebbe,Baaleh,Senior Engineer,9999-01-01,d004,Production
42358,Lech,Narwekar,Senior Staff,9999-01-01,d009,Customer Service
42371,Pragnesh,Mersereau,Senior Staff,9999-01-01,d007,Sales
42380,Gou,Dulli,Senior Staff,9999-01-01,d003,Human Resources
42398,Georgy,Karlin,Senior Staff,9999-01-01,d004,Production
42405,Mari,Hmelo,Senior Engineer,9999-01-01,d004,Production
42419,Heekeun,Shobatake,Senior Staff,9999-01-01,d003,Human Resources
42425,Insup,Ulupinar,Senior Staff,9999-01-01,d008,Research
42426,Shietung,Chaudhuri,Senior Staff,9999-01-01,d002,Finance
42434,Diederik,Lagarias,Senior Staff,9999-01-01,d007,Sales
42466,Radhakrishnan,Linares,Senior Staff,9999-01-01,d008,Research
42478,Kristin,Biros,Senior Staff,9999-01-01,d001,Marketing
42524,Eric,Lemarechal,Senior Staff,9999-01-01,d002,Finance
42527,Domenick,Kirkerud,Senior Staff,9999-01-01,d001,Marketing
42544,Kamakshi,Zucker,Senior Staff,9999-01-01,d009,Customer Service
42615,Shigehiro,Asser,Engineer,9999-01-01,d005,Development
42628,Jolita,Rohrbach,Senior Engineer,9999-01-01,d005,Development
42642,Bluma,Broder,Senior Staff,9999-01-01,d007,Sales
42655,Irene,Kaelbling,Senior Engineer,9999-01-01,d005,Development
42663,Lech,Barreiro,Senior Staff,9999-01-01,d001,Marketing
42680,Fabrizio,Swan,Senior Engineer,9999-01-01,d006,Quality Management
42733,Hitomi,Decleir,Senior Engineer,9999-01-01,d006,Quality Management
42746,Manu,Billawala,Senior Engineer,9999-01-01,d005,Development
42765,Filipp,Bresenham,Senior Staff,9999-01-01,d001,Marketing
42773,Claude,Zirintsis,Senior Engineer,9999-01-01,d005,Development
42775,Sergi,Mitina,Senior Staff,9999-01-01,d009,Customer Service
42780,Spyrose,Krider,Senior Engineer,9999-01-01,d006,Quality Management
42788,Geoffrey,Ouhyoung,Senior Engineer,9999-01-01,d004,Production
42817,Mohd,Ulupinar,Senior Staff,9999-01-01,d007,Sales
42846,Shichao,Garnham,Senior Engineer,9999-01-01,d004,Production
42857,Sedat,Bojadziev,Engineer,9999-01-01,d004,Production
42881,Stamatina,Wendorf,Senior Staff,9999-01-01,d007,Sales
42919,Gererd,Swen,Senior Staff,9999-01-01,d009,Customer Service
42931,Shih,Kroha,Engineer,9999-01-01,d004,Production
42936,Chuanti,Nitsche,Senior Staff,9999-01-01,d007,Sales
42942,Mansur,Bolotov,Assistant Engineer,9999-01-01,d005,Development
42948,Youngkon,Bellone,Technique Leader,9999-01-01,d005,Development
42953,Emdad,Erev,Senior Staff,9999-01-01,d009,Customer Service
43035,Sven,Picaronny,Senior Staff,9999-01-01,d003,Human Resources
43044,Masako,Gustavson,Technique Leader,9999-01-01,d005,Development
43045,Howell,Birke,Senior Staff,9999-01-01,d001,Marketing
43061,Koichi,Rindone,Senior Engineer,9999-01-01,d004,Production
43068,Nikolaos,Halloran,Senior Engineer,9999-01-01,d005,Development
43079,Subhankar,Schoegge,Senior Staff,9999-01-01,d007,Sales
43115,Mohua,Birdsall,Senior Engineer,9999-01-01,d005,Development
43132,Pramod,Zumaque,Engineer,9999-01-01,d004,Production
43136,Navin,Litzler,Staff,9999-01-01,d001,Marketing
43143,Wilmer,Chachaty,Senior Engineer,9999-01-01,d005,Development
43192,Shuji,Breugel,Senior Engineer,9999-01-01,d004,Production
43217,DAIDA,Pappas,Senior Staff,9999-01-01,d004,Production
43218,Hatim,Staelin,Senior Engineer,9999-01-01,d005,Development
43250,Shunichi,Jansen,Staff,9999-01-01,d007,Sales
43252,Christ,Kowalchuk,Senior Engineer,9999-01-01,d004,Production
43254,Guadalupe,Heijenga,Senior Engineer,9999-01-01,d004,Production
43281,Peer,Bakhtari,Engineer,9999-01-01,d005,Development
43296,Shietung,Kropatsch,Senior Staff,9999-01-01,d009,Customer Service
43306,Frederique,Zweizig,Senior Engineer,9999-01-01,d005,Development
43307,Mart,Feinberg,Senior Engineer,9999-01-01,d004,Production
43315,Arunachalam,Neiman,Staff,9999-01-01,d009,Customer Service
43367,Conal,Kisuki,Senior Engineer,9999-01-01,d004,Production
43373,Wanqing,Serov,Senior Engineer,9999-01-01,d005,Development
43386,Tomokazu,Dahlbom,Engineer,9999-01-01,d004,Production
43399,Yagil,Schach,Staff,9999-01-01,d002,Finance
43410,Pranas,Masand,Senior Staff,9999-01-01,d008,Research
43412,Magdalena,Fabrizio,Staff,9999-01-01,d003,Human Resources
43420,Ziya,Kolinko,Senior Staff,9999-01-01,d002,Finance
43423,Menkae,Michaeli,Senior Staff,9999-01-01,d003,Human Resources
43441,Kazuhiro,Akiyama,Senior Staff,9999-01-01,d007,Sales
43451,Mooi,Kadhim,Senior Staff,9999-01-01,d002,Finance
43476,Shaw,Wuwongse,Senior Staff,9999-01-01,d007,Sales
43487,Kristof,Ducloy,Senior Staff,9999-01-01,d007,Sales
43498,Pranav,Taubman,Senior Engineer,9999-01-01,d005,Development
43658,Hatem,Lieberherr,Engineer,9999-01-01,d004,Production
43660,Bouchung,Rahimi,Senior Engineer,9999-01-01,d005,Development
43689,Almudena,Bugrara,Senior Staff,9999-01-01,d007,Sales
43693,Khoa,Lorcy,Staff,9999-01-01,d008,Research
43703,Hongzhu,Menyhert,Senior Staff,9999-01-01,d007,Sales
43737,Debatosh,Beerel,Senior Engineer,9999-01-01,d006,Quality Management
43756,Minghong,Himler,Senior Staff,9999-01-01,d007,Sales
43772,Rosalyn,Hemaspaandra,Engineer,9999-01-01,d005,Development
43780,Susanne,Honglei,Staff,9999-01-01,d002,Finance
43781,Kazuhiko,Pauthner,Engineer,9999-01-01,d005,Development
43783,Houman,Hmelo,Engineer,9999-01-01,d006,Quality Management
43845,Naftali,Krohn,Engineer,9999-01-01,d004,Production
43861,Susanna,Thimonier,Senior Engineer,9999-01-01,d005,Development
43887,Kwan,Giveon,Senior Staff,9999-01-01,d008,Research
43917,Heng,Conti,Engineer,9999-01-01,d004,Production
43942,Bedir,Rassart,Senior Engineer,9999-01-01,d004,Production
43945,Guozhong,Thisen,Senior Engineer,9999-01-01,d005,Development
43965,Syozo,Hasham,Senior Staff,9999-01-01,d007,Sales
43983,Goa,Capobianchi,Senior Engineer,9999-01-01,d006,Quality Management
43986,Ghassan,Haumacher,Technique Leader,9999-01-01,d004,Production
43994,Fusako,Burnard,Senior Staff,9999-01-01,d001,Marketing
44003,Siddarth,Heemskerk,Senior Staff,9999-01-01,d009,Customer Service
44056,Florian,McFarlin,Senior Engineer,9999-01-01,d006,Quality Management
44071,Khedija,Schnelling,Senior Engineer,9999-01-01,d004,Production
44086,Kinh,Demizu,Senior Staff,9999-01-01,d008,Research
44088,Uwe,Ohori,Senior Staff,9999-01-01,d009,Customer Service
44096,Ingmar,Schoegge,Senior Engineer,9999-01-01,d004,Production
44125,Douadi,Conia,Senior Staff,9999-01-01,d007,Sales
44130,Zongyan,Winter,Senior Engineer,9999-01-01,d005,Development
44135,JoAnna,Neimat,Senior Staff,9999-01-01,d008,Research
44168,Stella,Tiemann,Engineer,9999-01-01,d005,Development
44178,Jackson,Schmezko,Senior Staff,9999-01-01,d007,Sales
44215,Mary,Hiroyama,Senior Staff,9999-01-01,d008,Research
44223,Zissis,Bakhtari,Senior Engineer,9999-01-01,d005,Development
44249,Ymte,Thisen,Senior Engineer,9999-01-01,d004,Production
44274,Udi,Lichtner,Senior Engineer,9999-01-01,d004,Production
44292,Alexius,Georg,Senior Engineer,9999-01-01,d008,Research
44301,Fatemeh,Nivat,Senior Engineer,9999-01-01,d004,Production
44342,Maha,Kaminger,Senior Engineer,9999-01-01,d005,Development
44352,Doohun,Cooke,Engineer,9999-01-01,d004,Production
44382,Gonzalo,Schapire,Senior Staff,9999-01-01,d009,Customer Service
44394,Eran,Thombley,Technique Leader,9999-01-01,d004,Production
44404,Augustine,Peroz,Senior Engineer,9999-01-01,d004,Production
44411,Mana,Hoppenstand,Engineer,9999-01-01,d004,Production
44416,Fatemeh,Sabnani,Staff,9999-01-01,d002,Finance
44454,Toshimo,Besancenot,Senior Staff,9999-01-01,d009,Customer Service
44492,Teunis,Krohm,Senior Engineer,9999-01-01,d005,Development
44531,Serenella,Lueh,Senior Staff,9999-01-01,d007,Sales
44533,Karsten,Huxford,Senior Engineer,9999-01-01,d006,Quality Management
44607,Sachem,Valtorta,Senior Staff,9999-01-01,d007,Sales
44609,Zhongwei,Feinberg,Engineer,9999-01-01,d004,Production
44656,Cheong,Ducloy,Senior Engineer,9999-01-01,d005,Development
44664,Zhaofang,Luke,Senior Staff,9999-01-01,d002,Finance
44713,Lihong,Harbusch,Engineer,9999-01-01,d004,Production
44728,Kwee,Muhlberg,Senior Engineer,9999-01-01,d006,Quality Management
44730,Haldun,Keirsey,Senior Staff,9999-01-01,d007,Sales
44764,Ayonca,Ghemri,Staff,9999-01-01,d003,Human Resources
44773,Mario,Stenning,Senior Staff,9999-01-01,d002,Finance
44785,Phule,Kriebel,Senior Staff,9999-01-01,d007,Sales
44794,Masako,Kavraki,Technique Leader,9999-01-01,d005,Development
44801,Paddy,Benzmuller,Senior Staff,9999-01-01,d007,Sales
44806,Vishu,Schwabacher,Senior Engineer,9999-01-01,d005,Development
44821,Martien,Covnot,Senior Engineer,9999-01-01,d005,Development
44828,Aria,Hiltgen,Senior Engineer,9999-01-01,d005,Development
44833,Yuping,Gilg,Senior Engineer,9999-01-01,d004,Production
44842,Khalid,Munke,Senior Staff,9999-01-01,d008,Research
44862,Rafols,Herath,Senior Staff,9999-01-01,d009,Customer Service
44869,JoAnne,Serov,Senior Staff,9999-01-01,d001,Marketing
44870,Xiong,Orlowski,Senior Staff,9999-01-01,d007,Sales
44911,Leandro,Nitta,Staff,9999-01-01,d007,Sales
44915,Genta,Mateescu,Senior Engineer,9999-01-01,d005,Development
44935,Younwoo,Hiltgen,Assistant Engineer,9999-01-01,d004,Production
44941,Giao,Rosen,Senior Engineer,9999-01-01,d008,Research
44943,Lalit,Hmelo,Senior Engineer,9999-01-01,d004,Production
44952,Zeydy,Munoz,Senior Engineer,9999-01-01,d004,Production
44966,Foong,Beetstra,Senior Engineer,9999-01-01,d004,Production
44979,Isamu,Pero,Senior Staff,9999-01-01,d007,Sales
45002,Leif,Klyachko,Senior Engineer,9999-01-01,d004,Production
45042,Marek,Heinisuo,Technique Leader,9999-01-01,d004,Production
45044,Sachin,Zaccaria,Senior Staff,9999-01-01,d007,Sales
45046,Mahmut,Soicher,Senior Engineer,9999-01-01,d004,Production
45066,Seongbin,Gadepally,Senior Engineer,9999-01-01,d006,Quality Management
45089,Francesca,Kirkerud,Senior Engineer,9999-01-01,d005,Development
45096,Yolla,Luce,Staff,9999-01-01,d007,Sales
45112,Kwangho,Nilsson,Senior Staff,9999-01-01,d007,Sales
45121,Menkae,Christianini,Senior Engineer,9999-01-01,d005,Development
45134,Jingling,Miara,Staff,9999-01-01,d003,Human Resources
45142,Perla,Rehfuss,Senior Engineer,9999-01-01,d004,Production
45163,Peer,Flowers,Engineer,9999-01-01,d004,Production
45172,Saeko,Radhakrishnan,Senior Engineer,9999-01-01,d005,Development
45176,Demin,Collette,Engineer,9999-01-01,d006,Quality Management
45177,Alassane,Iacovou,Engineer,9999-01-01,d004,Production
45208,Gita,Andreotta,Engineer,9999-01-01,d005,Development
45247,Fabrizio,Kornatzky,Senior Staff,9999-01-01,d009,Customer Service
45254,Bernardo,Dalphin,Senior Engineer,9999-01-01,d004,Production
45261,George,Larfeldt,Senior Staff,9999-01-01,d002,Finance
45269,Arve,Avouris,Senior Staff,9999-01-01,d007,Sales
45275,Arun,Swan,Technique Leader,9999-01-01,d004,Production
45281,Yonghoan,Chelton,Senior Engineer,9999-01-01,d005,Development
45284,Tesuro,Swift,Senior Staff,9999-01-01,d007,Sales
45311,Zengping,Talmor,Senior Staff,9999-01-01,d007,Sales
45313,DAIDA,Schusler,Senior Staff,9999-01-01,d007,Sales
45331,Keung,Peot,Senior Engineer,9999-01-01,d005,Development
45337,Boriana,Jansen,Assistant Engineer,9999-01-01,d004,Production
45342,Fatemeh,Sluis,Engineer,9999-01-01,d009,Customer Service
45349,Younwoo,Kohling,Engineer,9999-01-01,d005,Development
45361,Frederique,Brookman,Senior Staff,9999-01-01,d007,Sales
45363,Kenroku,Hainaut,Senior Engineer,9999-01-01,d004,Production
45377,Temple,Flasterstein,Senior Staff,9999-01-01,d007,Sales
45399,Masato,Farris,Senior Engineer,9999-01-01,d004,Production
45400,Jiakeng,Woycyznski,Senior Engineer,9999-01-01,d004,Production
45421,George,Gips,Senior Engineer,9999-01-01,d005,Development
45432,Richard,Barreiro,Senior Staff,9999-01-01,d007,Sales
45436,Gila,Limongiello,Senior Staff,9999-01-01,d007,Sales
45439,Elrique,Ossenbruggen,Senior Staff,9999-01-01,d009,Customer Service
45466,Guiseppe,Tomescu,Staff,9999-01-01,d001,Marketing
45473,Mihalis,Ulupinar,Senior Staff,9999-01-01,d007,Sales
45495,Mechthild,Mellouli,Assistant Engineer,9999-01-01,d004,Production
45499,Tsvetan,Piveteau,Staff,9999-01-01,d003,Human Resources
45507,Xiong,Lamparter,Senior Engineer,9999-01-01,d005,Development
45537,Ottavia,Wissmann,Senior Engineer,9999-01-01,d005,Development
45546,Gopalakrishnan,Lanphier,Senior Staff,9999-01-01,d007,Sales
45550,Shaowen,McFarlin,Senior Engineer,9999-01-01,d004,Production
45557,Girolamo,Legleitner,Engineer,9999-01-01,d005,Development
45566,Lena,Marsiglia,Senior Staff,9999-01-01,d001,Marketing
45570,Shuho,Schwartzburd,Senior Engineer,9999-01-01,d004,Production
45599,Ronnie,Harnett,Senior Engineer,9999-01-01,d004,Production
45607,Hinrich,Beznosov,Senior Staff,9999-01-01,d001,Marketing
45613,Basant,Madeira,Senior Staff,9999-01-01,d009,Customer Service
45622,Xianlong,Boguraev,Senior Staff,9999-01-01,d003,Human Resources
45626,Marjo,Olivero,Senior Engineer,9999-01-01,d005,Development
45638,Bokyung,Morrow,Senior Staff,9999-01-01,d008,Research
45645,Hausi,Desikan,Staff,9999-01-01,d002,Finance
45665,Peternela,Tsunoo,Engineer,9999-01-01,d004,Production
45744,Zhensheng,Bahi,Senior Staff,9999-01-01,d007,Sales
45758,Felicidad,Krychniak,Senior Engineer,9999-01-01,d006,Quality Management
45788,Shiv,Mitsuhashi,Senior Engineer,9999-01-01,d005,Development
45820,Kish,Nivat,Staff,9999-01-01,d007,Sales
45828,Panayotis,Litzkow,Senior Engineer,9999-01-01,d005,Development
45836,Aram,Laventhal,Senior Engineer,9999-01-01,d004,Production
45853,Heping,Waterhouse,Engineer,9999-01-01,d004,Production
45854,Zsolt,Kriebel,Senior Staff,9999-01-01,d003,Human Resources
45936,Narain,Rodier,Technique Leader,9999-01-01,d005,Development
45977,Ulf,Wiegley,Senior Staff,9999-01-01,d003,Human Resources
45985,Amstein,Lichtner,Senior Engineer,9999-01-01,d004,Production
45987,Gila,Olivero,Senior Staff,9999-01-01,d007,Sales
46004,Toshimori,Schlegelmilch,Engineer,9999-01-01,d005,Development
46037,Mohit,Preusig,Senior Engineer,9999-01-01,d004,Production
46042,Youssef,Vrecion,Senior Staff,9999-01-01,d001,Marketing
46055,Charlene,Fabrizio,Senior Engineer,9999-01-01,d006,Quality Management
46075,Lucien,Cunliffe,Senior Engineer,9999-01-01,d004,Production
46083,Charmane,Speek,Engineer,9999-01-01,d009,Customer Service
46087,Kousuke,Erdi,Senior Staff,9999-01-01,d009,Customer Service
46167,Sukumar,Shiratori,Senior Staff,9999-01-01,d001,Marketing
46175,Zissis,Rosca,Engineer,9999-01-01,d005,Development
46176,Hatsukazu,Murrill,Senior Engineer,9999-01-01,d004,Production
46189,Yongdong,Reistad,Senior Staff,9999-01-01,d008,Research
46211,DeForest,Kushner,Senior Engineer,9999-01-01,d005,Development
46248,Leif,dAstous,Senior Engineer,9999-01-01,d006,Quality Management
46321,Weicheng,Yamaashi,Staff,9999-01-01,d007,Sales
46322,Harngdar,Farrag,Staff,9999-01-01,d007,Sales
